Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
CHZUSDT,851-Sell,2022-11-20 08:00:00,5,Open Short,--,Funding,350000,0.23114,0.00000,-0.00035359,-28.60507741,68ca1891
CHZUSDT,851-Sell,2022-11-20 00:00:00,5,Open Short,--,Funding,350000,0.24495,0.00000,-0.0001,-8.57325,a98abb4d
CHZUSDT,851-Sell,2022-11-19 16:00:00,5,Open Short,--,Funding,350000,0.24710,0.00000,-0.0001,-8.6485,6055ad32
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,2243,0.24720,0.24695,0.0005,0.2772348,cfe5eb66
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,6022,0.24720,0.24695,0.0005,0.7443192,3fdfceea
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,10834,0.24720,0.24695,0.0005,1.3390824,c3487c44
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,17366,0.24720,0.24695,0.0005,2.1464376,56166899
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,8588,0.24715,0.24695,0.0005,1.0612621,af4c50e4
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,10833,0.24715,0.24695,0.0005,1.33868798,a3547ab8
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,17366,0.24715,0.24695,0.0005,2.14600345,52ab8850
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,7460,0.24715,0.24695,0.0005,0.9218695,fdc140e4
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,15939,0.24715,0.24695,0.0005,1.96966193,c1f382e5
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,1201,0.24715,0.24695,0.0005,0.14841358,acfa40a4
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,3939,0.24715,0.24695,0.0005,0.48676193,6c6cc119
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,21127,0.24715,0.24695,0.0005,2.61076903,02cb6671
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,21000,0.24715,0.24695,0.0005,2.595075,b0e2e8c9
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,1,0.24715,0.24695,0.0005,0.00012358,ea28abf2
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,12498,0.24710,0.24695,0.0005,1.5441279,64e5fcb4
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,11921,0.24710,0.24695,0.0005,1.47283955,a7c430cc
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,10232,0.24710,0.24695,0.0005,1.2641636,09959961
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,1529,0.24710,0.24695,0.0005,0.18890795,a0b935a0
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,7460,0.24710,0.24695,0.0005,0.921683,ffedff2d
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,21000,0.24710,0.24695,0.0005,2.59455,72fdc2c6
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,965,0.24710,0.24695,0.0005,0.11922575,b93eb5f5
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,193,0.24710,0.24695,0.0005,0.02384515,84d174c4
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,190,0.24710,0.24695,0.0005,0.0234745,f3a73bae
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,9314,0.24705,0.24695,0.0005,1.15051185,96886d1c
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,5014,0.24705,0.24695,0.0005,0.61935435,d62ca289
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,27607,0.24705,0.24695,0.0005,3.41015468,6bcad244
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,7425,0.24705,0.24695,0.0005,0.91717313,12e3e534
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,15939,0.24705,0.24695,0.0005,1.96886498,f6196e9b
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,6361,0.24705,0.24695,0.0005,0.78574253,850fb43f
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,18716,0.24705,0.24695,0.0005,2.3118939,f197424f
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,19496,0.24705,0.24695,0.0005,2.4082434,5aa59861
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,972,0.24705,0.24695,0.0005,0.1200663,05413f7c
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,19718,0.24705,0.24695,0.0005,2.43566595,07a0e2e5
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,4727,0.24705,0.24695,0.0005,0.58390268,54c57ab6
CHZUSDT,536c4539,2022-11-19 14:46:58,5,Open Short,Limit,Trade,4804,0.24705,0.24695,0.0005,0.5934141,514ed4e7
